,축제명,시도명,시군구명,법정동 코드,법정동 이름,도로명주소 코드,도로명주소,zip_cd,위도,경도,축제일,연,월,일,방문객수
441,황매산 철쭉제,경상남도,합천군,4889044024,가회면,4.89E+11,경상남도 합천군 가회면 황매산공원길 4,50226,35.48184913,128.0037495,20200427,2020,4,27,18250
442,합천바캉스축제,경상남도,합천군,4889041021,대양면,4.89E+11,경상남도 합천군 대양면 동부로 39-13,50239,35.55690191,128.1668052,20200730,2020,7,30,24748
443,합천기록문화축제,경상남도,합천군,4889033032,가야면,4.89E+11,경상남도 합천군 가야면 가야산로 1160,50201,35.76749785,128.1365362,20201019,2020,10,19,12774
444,서산국화축제,충청남도,서산시,4421040021,고북면,4.42E+11,충청남도 서산시 고북면 복남골길 31-1,32027,36.66936247,126.536256,20201030,2020,10,30,14805
445,부천국제판타스틱영화제,경기도,부천시,4119010800,중동,4.12E+11,경기도 부천시 길주로 210 (중동),14547,37.50358247,126.765337,20200709,2020,7,9,20358
446,부천전국비보이대회,경기도,부천시,4119010900,상동,4.12E+11,경기도 부천시 길주로121번길 18-19 (상동),14542,37.50660402,126.7571075,20200621,2020,6,21,29819
447,부천국제만화축제,경기도,부천시,4119010900,상동,4.12E+11,경기도 부천시 길주로 1 (상동),14505,37.50856874,126.7437144,20200814,2020,8,14,25379
448,부천세계비보이대회,경기도,부천시,4119010900,상동,4.12E+11,경기도 부천시 길주로121번길 18-19,14542,37.50660402,126.7571075,20200925,2020,9,25,16185
449,부천전국대학가요제,경기도,부천시,4119011000,소사본동,4.12E+11,경기도 부천시 호현로489번길 52 (소사본동),14754,37.47831788,126.7900308,20200919,2020,9,19,4431
450,부천국제애니메이션페스티벌,경기도,부천시,4119010900,상동,4.12E+11,경기도 부천시 길주로 1 (상동),14505,37.50856874,126.7437144,20201023,2020,10,23,4615
451,제15회 파주개성인삼축제,경기도,파주시,4148025026,문산읍,4.15E+11,경기도 파주시 문산읍 임진각로 177,10808,37.8893177,126.7400657,20201017,2020,10,17,24801
452,제24회 파주장단콩축제,경기도,파주시,4148025026,문산읍,4.15E+11,경기도 파주시 문산읍 임진각로 177,10808,37.8893177,126.7400657,20201127,2020,11,27,21837
453,영천한약축제,경상북도,영천시,4723011000,화룡동,4.72E+11,경상북도 영천시 천문로 485,38839,35.9775233,128.9218161,20200925,2020,9,25,3390
454,영천문화예술제,경상북도,영천시,4723010500,문외동,4.72E+11,경상북도 영천시 중앙동2길 89-15 (문외동),38850,35.9730714,128.9328273,20201016,2020,10,16,5919
455,영천보현산별빛축제,경상북도,영천시,4723034029,화북면,4.72E+11,경상북도 영천시 화북면 별빛로 681-32,38812,36.1402561,128.9967122,20201009,2020,10,9,28008
456,"의정부 건강축제 「건강, 사계 四季」",경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 범골로 131 (의정부동),11649,37.73615924,127.0395615,20200919,2020,9,19,20260
457,2020 제17회 청소년 어울림마당 행복누리축제,경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 의정로 27 (의정부동),11622,37.73517715,127.033897,20200411,2020,4,11,5862
458,제98회 어린이날 행사 어린이 한마당 큰잔치,경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 의정로 27 (의정부동),11622,37.73517715,127.033897,20200505,2020,5,5,17445
459,2020 제3회 의정부시청소년진로페스티벌,경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 의정로 27 (의정부동),11622,37.735161,127.033856,20200522,2020,5,22,2157
460,2020 전국 청소년 댄스페스티벌 ''꿈을 향한 무(舞)승부'',경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 의정로 27 (의정부동),11622,37.73517715,127.033897,20200530,2020,5,30,24003
461,제3회 의정부시 청소년 party,경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 의정로 27 (의정부동),11622,37.73517715,127.033897,20200523,2020,5,23,8091
462,제3회 의정부시장배 전국 청소년 드론경연대회,경기도,의정부시,4115011100,녹양동,4.12E+11,경기도 의정부시 체육로 90 (녹양동),11606,37.76001299,127.0279671,20200725,2020,7,25,3775
463,청소년 공감 콘서트,경기도,의정부시,4115010300,장암동,4.12E+11,경기도 의정부시 장곡로 22 (장암동),11723,37.70699473,127.053346,20201023,2020,10,23,1370
464,제2회 의정부시 청소년 풋살대회,경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 호국로1162번길 73 (의정부동),11622,37.74005802,127.0327484,20201024,2020,10,24,14531
465,2020 푸른별 콘서트,경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 의정로 1 (의정부동),11622,37.73338595,127.034135,20201202,2020,12,2,4054
466,의정부시평생학습박람회,경기도,의정부시,4115011000,가능동,4.12E+11,경기도 의정부시 의정로 165 (가능동),11675,37.74777259,127.0342439,20200523,2020,5,23,2329
467,의정부 미용페스티벌,경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 의정로 1 (의정부동),11622,37.733386,127.034128,20200903,2020,9,3,7016
468,의정부 부대찌개축제,경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 호국로 1309 (의정부동),11689,37.743904,127.049659,20201017,2020,10,17,13732
469,의정부가족문화대축제,경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 시민로 12 (의정부동),11624,37.737579,127.036375,20200502,2020,5,2,27618
470,2020 하하페스티벌,경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 시민로 12 (의정부동),11624,37.737579,127.036375,20200920,2020,9,20,28660
471,천상병예술제,경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 의정로 1 (의정부동),11622,37.733386,127.034128,20200425,2020,4,25,13528
472,의정부음악극축제,경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 의정로 1 (의정부동),11622,37.733386,127.034128,20200508,2020,5,8,15849
473,블랙뮤직페스티벌,경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 의정로 1 (의정부동),11622,37.733386,127.034128,20200807,2020,8,7,12924
474,의정부 국제가야금축제,경기도,의정부시,4115010100,의정부동,4.12E+11,경기도 의정부시 의정로 1 (의정부동),11622,37.733386,127.034128,20200925,2020,9,25,29886
475,예산장터삼국축제,충청남도,예산군,4481025023,예산읍,4.48E+11,충청남도 예산군 예산읍 천변로 160,32438,36.67611933,126.8479256,20201016,2020,10,16,5724
476,해운대 북극곰축제,부산광역시,해운대구,2635010500,우동,2.64E+11,부산광역시 해운대구 해운대해변로 264 (우동),48100,35.15910673,129.1602827,20200104,2020,1,4,5915
477,원도심활성화 축제,부산광역시,중구,2611011600,대청동1가,2.61E+11,부산광역시 중구 대청동1가 중구로 120,48926,35.10619853,129.0323505,20200912,2020,9,12,19421
478,부산불꽃축제,부산광역시,수영구,2650010400,광안동,2.65E+11,부산광역시 수영구 광안로 64 (광안동),48303,35.1543923,129.1188448,20201107,2020,11,7,16979
479,부산크리스마스트리축제,부산광역시,중구,2611012400,부평동2가,2.61E+11,부산광역시 중구 부평동2가 광복로6번길 3,48980,35.09929696,129.0258061,20201101,2020,11,1,13669
480,부산시민의종 타종식,부산광역시,중구,2611013400,광복동2가,2.61E+11,부산광역시 중구 용두산길 37-55 (광복동2가),48950,35.1009305,129.0324434,20201231,2020,12,31,5580
481,부산항축제,부산광역시,동구,2617010100,초량동,2.62E+11,부산광역시 동구 충장대로 206 (초량동),48751,35.11774625,129.0491459,20201017,2020,10,17,18620
482,조선통신사 축제,부산광역시,중구,2611013400,광복동2가,2.61E+11,부산광역시 중구 용두산길 37-55 (광복동2가),48950,35.1009305,129.0324434,20201024,2020,10,24,29022
483,제15회 광릉숲축제,경기도,남양주시,4136025325,진접읍,4.14E+11,경기도 남양주시 진접읍 봉선사길 32,12001,37.7463984,127.1836293,20200901,2020,9,1,15471
484,제34회 정약용문화제,경기도,남양주시,4136036021,조안면,4.14E+11,경기도 남양주시 조안면 다산로747번길 11,12283,37.51627447,127.299035,20201001,2020,10,1,12353
485,제17회 추억의 충장축제,광주광역시,동구,2911011800,서석동,2.91E+11,광주광역시 동구 서남로 1 (서석동),61466,35.1461414,126.9230951,20201014,2020,10,14,4804
486,진주남강유등축제,경상남도,진주시,4817010300,강남동,4.82E+11,경상남도 진주시 강남로291번길 10 (강남동),52707,35.18725548,128.0855326,20201001,2020,10,1,5701
487,개천예술제,경상남도,진주시,4817010800,인사동,4.82E+11,경상남도 진주시 서장대로393번길 11-4,52689,35.18727536,128.0917424,20201003,2020,10,3,13926
489,코리아드라마페스티벌,경상남도,진주시,4817010400,칠암동,4.82E+11,경상남도 진주시 강남로 215,52722,35.18734031,128.0711471,20201001,2020,10,1,8280
490,진주논개제,경상남도,진주시,4817010700,남성동,4.82E+11,경상남도 진주시 진양호로 476 (남성동),52689,35.19079391,128.0776702,20200502,2020,5,2,24676
492,광양매화축제,전라남도,광양시,4623010600,중동,4.62E+11,전라남도 광양시 시청로 33 (중동),57785,34.94063056,127.6959675,20200101,2020,1,1,20064
493,백운산국사봉철쭉축제,전라남도,광양시,4623033024,옥곡면,4.62E+11,전라남도 광양시 옥곡면 옥진로 665-1,57726,34.98936299,127.7001825,20200101,2020,1,1,21429
494,광양전어축제,전라남도,광양시,4623035021,진월면,4.62E+11,전라남도 광양시 진월면 망덕길 265,57712,34.97164706,127.7587907,20200101,2020,1,1,17802
495,광양숯불구이축제,전라남도,광양시,4623025023,광양읍,4.62E+11,전라남도 광양시 광양읍 남등길 6,57739,34.9733415,127.5810489,20200101,2020,1,1,2976
505,동래읍성역사축제,부산광역시,동래구,2626010700,명륜동,2.63E+11,부산광역시 동래구 문화로 80 (명륜동),47746,35.21195234,129.090544,20201009,2020,10,9,1923
506,백양단풍축제,전라남도,장성군,4688040025,북하면,4.69E+11,전라남도 장성군 북하면 백양로 1239,57205,35.43972586,126.8828597,20201101,2020,11,1,8683
507,빈센트의 봄,전라남도,장성군,4688025024,장성읍,4.69E+11,전라남도 장성군 장성읍 역전로 87,57220,35.29995636,126.780147,20200411,2020,4,11,13606
508,코로나19로 인한 축제 미정,전라남도,진도군,4690025023,진도읍,4.69E+11,전라남도 진도군 진도읍 철마길 25,58915,34.48620924,126.2629813,20200101,2020,1,1,12691
509,금산인삼축제,충청남도,금산군,4471025021,금산읍,4.47E+11,충청남도 금산군 금산읍 인삼광장로 30,32739,36.1000256,127.5007304,20201009,2020,10,9,13280
510,비단고을산꽃축제,충청남도,금산군,4471034030,군북면,4.47E+11,충청남도 금산군 군북면 자진뱅이길 95,32717,36.19093401,127.5710874,20200418,2020,4,18,16516
511,금산천봄꽃축제,충청남도,금산군,4471025026,금산읍,4.47E+11,충청남도 금산군 금산읍 금산천길 28,32746,36.1020211,127.4843123,20200404,2020,4,4,22471
512,남일면홍도화축제,충청남도,금산군,4471035026,남일면,4.47E+11,충청남도 금산군 남일면 대홍로 632-8,32760,36.0171101,127.5180376,20200418,2020,4,18,29207
513,제20회 사상전통달집놀이,부산광역시,사상구,2653010100,삼락동,2.65E+11,부산광역시 사상구 낙동대로1310번길 19 (삼락동),46911,35.17701002,128.9776397,20200208,2020,2,8,18188
514,제12회 삼락벚꽃축제,부산광역시,사상구,2653010100,삼락동,2.65E+11,부산광역시 사상구 낙동대로1310번길 19 (삼락동),46911,35.17701002,128.9776397,20200328,2020,3,28,25088
515,제19회 사상강변축제,부산광역시,사상구,2653010100,삼락동,2.65E+11,부산광역시 사상구 낙동대로1310번길 19 (삼락동),46911,35.17701002,128.9776397,20200328,2020,3,28,10534
517,평택호물빛축제,경기도,평택시,4122037030,현덕면,4.12E+11,경기도 평택시 현덕면 평택호2길 183,17972,36.9233294,126.9266764,20201010,2020,10,10,3665
520,천안흥타령춤축제,충청남도,천안시 동남구,4413111000,삼룡동,4.41E+11,충청남도 천안시 동남구 삼룡4길 118-9 (삼룡동),31072,36.78248616,127.1667805,20200923,2020,9,23,29618
521,공주 석장리 세계구석기축제,충청남도,공주시,4415012500,석장리동,4.42E+11,충청남도 공주시 금벽로 990 (석장리동),32591,36.44795221,127.1875895,20200612,2020,6,12,22875
522,백제문화제,충청남도,공주시,4415012000,신관동,4.42E+11,충청남도 공주시 금벽로 368 (신관동),32573,36.47021463,127.1274371,20200926,2020,9,26,26732
523,보령머드축제,충청남도,보령시,4418011000,신흑동,4.42E+11,충청남도 보령시 머드로 123 (신흑동),33489,36.3155199,126.5108563,20200717,2020,7,17,23304
524,무창포신비의바닷길축제,충청남도,보령시,4418025028,웅천읍,4.42E+11,충청남도 보령시 웅천읍 열린바다1길 35,33508,36.2424253,126.5350884,20200830,2020,8,30,10168
525,류방택 별 축제,충청남도,서산시,4421010100,읍내동,4.42E+11,충청남도 서산시 문화로 54 (읍내동),31970,36.7861429,126.4486172,20200627,2020,6,27,15299
526,서산해미읍성축제,충청남도,서산시,4421039021,해미면,4.42E+11,충청남도 서산시 해미면 남문2로 143,31960,36.71355717,126.5503842,20201009,2020,10,9,4009
527,서산국화축제,충청남도,서산시,4421040021,고북면,4.42E+11,충청남도 서산시 고북면 복남골길 31-1,32027,36.6693265,126.536271,20201030,2020,10,30,9856
528,강경젓갈축제,충청남도,논산시,4423025030,강경읍,4.42E+11,충청남도 논산시 강경읍 금백로 45,32930,36.15755616,127.0098062,20201016,2020,10,16,22887
529,2020계룡세계군문화엑스포,충청남도,계룡시,4425033023,신도안면,4.43E+11,충청남도 계룡시 신도안면 계룡대로 663,32800,36.30026666,127.2198246,20200918,2020,9,18,28977
530,왜목해돋이축제,충청남도,당진시,4427010600,수청동,4.43E+11,충청남도 당진시 시청1로 1 (수청동),31773,36.88973998,126.6459689,20201231,2020,12,31,23087
531,심훈상록문화제,충청남도,당진시,4427010600,수청동,4.43E+11,충청남도 당진시 시청1로 1,31773,36.889754,126.6459689,20200918,2020,9,18,10940
532,부여서동연꽃축제,충청남도,부여군,4476025028,부여읍,4.48E+11,충청남도 부여군 부여읍 궁남로 52,33165,36.27145891,126.9136908,20200711,2020,7,11,20896
533,백제문화제,충청남도,부여군,4476025032,부여읍,4.48E+11,충청남도 부여군 부여읍 백강로 148,33142,36.28714312,126.9068121,20200926,2020,9,26,28911
534,춘장대해수욕장 여름문화예술축제,충청남도,서천군,4477041028,서면,4.48E+11,충청남도 서천군 서면 춘장대길 20,33603,36.16334922,126.5243355,20200731,2020,7,31,20966
535,자연산 광어.도미 축제,충청남도,서천군,4477041022,서면,4.48E+11,충청남도 서천군 서면 서인로 56,33604,36.1293642,126.5036472,20200516,2020,5,16,5565
536,마량포 해넘이.해돋이 축제,충청남도,서천군,4477041022,서면,4.48E+11,충청남도 서천군 서면 서인로 56,33604,36.1293642,126.5036472,20201231,2020,12,31,2785
537,한산모시문화제,충청남도,서천군,4477034021,한산면,4.48E+11,충청남도 서천군 한산면 충절로 1089,33624,36.07994424,126.7987047,20200612,2020,6,12,25982
538,청양고추.구기자축제,충청남도,청양군,4479025024,청양읍,4.48E+11,충청남도 청양군 청양읍 은천동길 16-6,33303,36.44318403,126.7995863,20200904,2020,9,4,12077
539,홍성남당항새조개축제,충청남도,홍성군,4480037027,서부면,4.48E+11,충청남도 홍성군 서부면 남당항로213번길 25-62,32206,36.53503195,126.467178,20200118,2020,1,18,21912
540,홍성한우바비큐페스티벌,충청남도,홍성군,4480025021,홍성읍,4.48E+11,충청남도 홍성군 홍성읍 아문길 27,32228,36.6017196,126.6613896,20201030,2020,10,30,18519
541,예산 장터삼국축제,충청남도,예산군,4481025023,예산읍,4.48E+11,충청남도 예산군 예산읍 천변로 160,32438,36.67611933,126.8479256,20201016,2020,10,16,4650
542,태안국제모래조각 페스티벌,충청남도,태안군,4482535025,원북면,4.48E+11,충청남도 태안군 원북면 신두해변길 22-5,32108,36.83259279,126.184941,20200809,2020,8,9,24529
543,태안 세계툴립축제,충청남도,태안군,4482525321,안면읍,4.48E+11,충청남도 태안군 안면읍 꽃지해안로 400,32166,36.50112252,126.3367861,20200414,2020,4,14,16194
544,상주해돋이&물메기축제,경상남도,남해군,4884032022,상주면,4.88E+11,경상남도 남해군 상주면 상주로 10-1,52440,34.72221206,127.9874449,20201231,2020,12,31,24442
546,독일마을 맥주축제,경상남도,남해군,4884033025,삼동면,4.88E+11,경상남도 남해군 삼동면 독일로 92,52446,34.80085956,128.0384333,20201008,2020,10,8,2837
547,2020년 이순신 순국제전,경상남도,남해군,4884037028,고현면,4.88E+11,경상남도 남해군 고현면 남해대로 3829,52404,34.91252233,127.8578081,20201031,2020,10,31,27714
548,남해1973축제,경상남도,남해군,4884038027,설천면,4.88E+11,경상남도 남해군 설천면 남해대로 4216,52400,34.94075316,127.872403,20200905,2020,9,5,11046
551,사하예술제,부산광역시,사하구,2638010300,하단동,2.64E+11,부산광역시 사하구 낙동남로1233번길 25 (하단동),49300,35.110059,128.9446778,20201018,2020,10,18,14134
557,제12회 진안고원 수박축제,전라북도,진안군,4572033023,동향면,4.57E+11,전라북도 진안군 동향면 진성로 1687,55446,35.84147509,127.5747127,20200801,2020,8,1,6379
558,2020 진안홍삼축제,전라북도,진안군,4572025023,진안읍,4.57E+11,전라북도 진안군 진안읍 마이산로 160,55438,35.773251,127.4162556,20201009,2020,10,9,11342
559,2020 아라마린 워터페스티벌,경기도,김포시,4157025325,고촌읍,4.16E+11,경기도 김포시 고촌읍 아라육로270번길 74,10135,37.59765509,126.7869691,20200808,2020,8,8,13023
560,DMZ 울트라트레일러닝,경기도,김포시,4157034033,대곶면,4.16E+11,경기도 김포시 대곶면 대명항1로 110-36,10041,37.6406387,126.539261,20200901,2020,9,1,11034
561,2020 김포 국제무선자동차대회 개최,경기도,김포시,4157025021,통진읍,4.16E+11,경기도 김포시 통진읍 김포대로 1966,10014,37.68028573,126.6249423,20200917,2020,9,17,14017
562,김포 평화누리길 걷기행사,경기도,김포시,4157036026,하성면,4.16E+11,경기도 김포시 하성면 평화공원로 139,10004,37.74322967,126.5940602,20200501,2020,5,1,18178
563,2020 김포 도심축제,경기도,김포시,4157010400,장기동,4.16E+11,경기도 김포시 김포한강2로24번길 29 (장기동),10079,37.64350661,126.676558,20200919,2020,9,19,23543
564,김포통진두레놀이 가마솥밥짓기 경연대회,경기도,김포시,4157010300,운양동,4.16E+11,경기도 김포시 김포한강11로 162 (운양동),10077,37.6451001,126.6946864,20201001,2020,10,1,10479
565,월곶 저잣거리축제,경기도,김포시,4157035021,월곶면,4.16E+11,경기도 김포시 월곶면 애기봉로7번길 29,10024,37.71599422,126.5538862,20201017,2020,10,17,13825
575,보은대추축제,충청북도,보은군,4372025031,보은읍,4.37E+11,충청북도 보은군 보은읍 뱃들로 55-1,28937,36.48629611,127.723402,20201016,2020,10,16,11197
576,정서진 해넘이 축제,인천광역시,서구,2826011900,오류동,2.83E+11,인천광역시 서구 정서진1로 41 (오류동),22850,37.55843765,126.6074637,20201231,2020,12,31,6699
577,부산 차이나타운특구 문화축제,부산광역시,동구,2617010100,초량동,2.62E+11,부산광역시 동구 초량중로 36 (초량동),48818,35.11507608,129.0375502,20201016,2020,10,16,17543
578,영도구룡축제,부산광역시,영도구,2620012100,동삼동,2.62E+11,부산광역시 영도구 중리로 44-1 (동삼동),49115,35.0749124,129.0684034,20200101,2020,1,1,19148
579,동삼풍어제,부산광역시,영도구,2620012100,동삼동,2.62E+11,부산광역시 영도구 하리해안길 12 (동삼동),49125,35.06937472,129.0809397,20200101,2020,1,1,16669
580,발복기원제,부산광역시,영도구,2620012000,청학동,2.62E+11,부산광역시 영도구 벚꽃길 117,49087,35.0819541,129.0552017,20200611,2020,6,11,18761
581,제15회 수국꽃 문화축제,부산광역시,영도구,2620012100,동삼동,2.62E+11,부산광역시 영도구 전망로 119 (동삼동),49127,35.05597301,129.0897518,20200101,2020,1,1,4589
582,응봉산 해맞이축제,서울특별시,성동구,1120010800,응봉동,1.12E+11,서울특별시 성동구 독서당로60길 13-1,4742,37.548551,127.030821,20200101,2020,1,1,1074
583,감자옥수수 축제,충청북도,옥천군,4373033021,안내면,4.37E+11,충청북도 옥천군 안내면 현리길 91-10,29006,36.39260006,127.6597718,20200718,2020,7,18,9475
584,지용제,충청북도,옥천군,4373025024,옥천읍,4.37E+11,충청북도 옥천군 옥천읍 향수길 56,29030,36.31501588,127.5815719,20201015,2020,10,15,17453
585,음성품바축제,충청북도,음성군,4377025021,음성읍,4.38E+11,충청북도 음성군 음성읍 예술로 102,27692,36.93152313,127.6806296,20200826,2020,8,26,6311
586,설성문화제,충청북도,음성군,4377025021,음성읍,4.38E+11,충청북도 음성군 음성읍 수정로 38,27703,36.93427623,127.6906949,20201016,2020,10,16,13903
587,음성명작페스티벌,충청북도,음성군,4377025322,금왕읍,4.38E+11,충청북도 음성군 금왕읍 무극로 370,27627,36.99372794,127.604295,20200923,2020,9,23,8665
588,계양산국악제,인천광역시,계양구,2824510200,계산동,2.82E+11,인천광역시 계양구 주부토로 570 (계산동),21030,37.54504438,126.7289968,20200912,2020,9,12,21637
589,제32회 시민의 날 문화행사,경기도,오산시,4137010100,오산동,4.14E+11,경기도 오산시 경기동로 15 (오산동),18131,37.15685632,127.0726163,20200925,2020,9,25,8782
590,제10회 오산 독산성 문화제,경기도,오산시,4137011400,지곶동,4.14E+11,경기도 오산시 독산성로269번길 144 (지곶동),18102,37.183615,127.0197889,20201016,2020,10,16,22017
591,2020  제14회 종합예술제,경기도,오산시,4137010900,은계동,4.14E+11,경기도 오산시 현충로 100 (은계동),18131,37.16022346,127.077061,20201004,2020,10,4,13187
592,2020 오산 통기타 페스티벌,경기도,오산시,4137010100,오산동,4.14E+11,경기도 오산시 경기동로 15 (오산동),18131,37.15685632,127.0726163,20200925,2020,9,25,29589
593,정월대보름 달맞이 행사,대구광역시,동구,2714011500,서호동,2.71E+11,대구광역시 동구 안심로50길 25,41101,37.89638739,127.0532018,20200208,2020,2,8,16679
602,2020 대한민국 국향대전,전라남도,함평군,4686025023,함평읍,4.69E+11,전라남도 함평군 함평읍 함장로 1160,57143,35.05618964,126.5199487,20201016,2020,10,16,11710
603,제13회 마포나루 새우젓축제,서울특별시,마포구,1144012500,성산동,1.14E+11,서울특별시 마포구 월드컵로 243-60 (성산동),3901,37.56352625,126.8984363,20201016,2020,10,16,15502
604,제11회서면우리문화축제,부산광역시,부산진구,2623010500,범전동,2.62E+11,부산광역시 부산진구 시민공원로 73 (범전동),47197,35.16545561,129.0558558,20201015,2020,10,15,7005
605,제10회 부산진구 북페스티벌,부산광역시,부산진구,2623010500,범전동,2.62E+11,부산광역시 부산진구 시민공원로 73 (범전동),47197,35.16545561,129.0558558,20200919,2020,9,19,24432
606,서면메디컬스트리트 축제,부산광역시,부산진구,2623010300,부전동,2.62E+11,부산광역시 부산진구 가야대로 777,47257,35.1579588,129.0566547,20201023,2020,10,23,12370
607,전포카페거리축제,부산광역시,부산진구,2623010200,전포동,2.62E+11,부산광역시 부산진구 동천로 92 (전포동),47293,35.1570356,129.0630291,20201009,2020,10,9,5721
608,해맞이축제,서울특별시,강서구,1150011000,개화동,1.15E+11,서울특별시 강서구 금낭화로17길 213 (개화동),7504,37.58138626,126.8054465,20200101,2020,1,1,11836
609,개화산 봄꽃축제,서울특별시,강서구,1150010900,방화동,1.15E+11,서울특별시 강서구 금낭화로 176 (방화동),7508,37.58093172,126.8141197,20200418,2020,4,18,2118
610,우장산 신록축제,서울특별시,강서구,1150010600,내발산동,1.15E+11,서울특별시 강서구 우장산로 66 (내발산동),7684,37.55343651,126.8436485,20200523,2020,5,23,23735
611,허준축제,서울특별시,강서구,1150010400,가양동,1.15E+11,서울특별시 강서구 허준로5길 42 (가양동),7525,37.56759867,126.8537291,20201009,2020,10,9,3495
612,섬강축제,강원도,원주시,4213033021,지정면,4.21E+11,강원도 원주시 지정면 소금산길 26,26359,37.36489188,127.8325403,20201001,2020,10,1,4833
613,원주 용수골꽃양귀비축제,강원도,원주시,4213038022,판부면,4.21E+11,강원도 원주시 판부면 용수골길 326,26402,37.2839426,127.9404457,20200523,2020,5,23,28704
614,원주 다이내믹댄싱카니발,강원도,원주시,4213010600,명륜동,4.21E+11,강원도 원주시 단구로 170 (명륜동),26447,37.336428,127.9462616,20200908,2020,9,8,2861
615,원주 한지문화제,강원도,원주시,4213011500,무실동,4.21E+11,강원도 원주시 한지공원길 151 (무실동),26478,37.33437725,127.9353773,20200903,2020,9,3,7262
616,울산고래축제,울산광역시,남구,3114011900,매암동,3.11E+11,울산광역시 남구 장생포고래로288번길 20 (매암동),44780,35.50439928,129.387293,20200619,2020,6,19,6059
617,부안마실축제,전라북도,부안군,4580025022,부안읍,4.58E+11,전라북도 부안군 부안읍 매창로 89,56312,35.71882124,126.7286953,20200918,2020,9,18,16793
618,곰소젓갈발효축제,전라북도,부안군,4580037024,진서면,4.58E+11,전라북도 부안군 진서면 곰소7길 16,56346,35.58746134,126.6126718,20200925,2020,9,25,18655
624,순창장류축제,전라북도,순창군,4577025025,순창읍,4.58E+11,전라북도 순창군 순창읍 민속마을길 6-3,56048,35.36860021,127.1099773,20201016,2020,10,16,18694
625,완주와일드푸드축제,전라북도,완주군,4571036029,고산면,4.57E+11,전라북도 완주군 고산면 고산휴양림로 89,55312,35.97398096,127.2315514,20201009,2020,10,9,25362
626,완주 프러포즈축제,전라북도,완주군,4571035023,구이면,4.57E+11,전라북도 완주군 구이면 덕천전원길 232-58,55361,35.72601868,127.136162,20200516,2020,5,16,9259
630,춘장대해수욕장 여름문화예술축제,충청남도,서천군,4477041028,서면,4.48E+11,충청남도 서천군 서면 춘장대길 20,33603,36.16334922,126.5243355,20200731,2020,7,31,2764
631,자연산 광어.도미 축제,충청남도,서천군,4477041022,서면,4.48E+11,충청남도 서천군 서면 서인로 56,33604,36.1293642,126.5036472,20200516,2020,5,16,29020
632,마량포 해넘이.해돋이 축제,충청남도,서천군,4477041022,서면,4.48E+11,충청남도 서천군 서면 서인로 56,33604,36.1293642,126.5036472,20201231,2020,12,31,21135
633,홍원항 자연산 전어.꽃게 축제,충청남도,서천군,4477041028,서면,4.48E+11,충청남도 서천군 서면 홍원길 130-3,33603,36.15886,126.4992204,20200919,2020,9,19,12400
634,한산모시문화제,충청남도,서천군,4477034021,한산면,4.48E+11,충청남도 서천군 한산면 충절로 1089,33624,36.0799445,126.7987047,20200612,2020,6,12,16185
635,서천철새여행,충청남도,서천군,4477031033,마서면,4.48E+11,충청남도 서천군 마서면 장산로 916,33657,36.02280046,126.7426918,20201122,2020,11,22,16073
636,청송사과축제,경상북도,청송군,4775025021,청송읍,4.78E+11,경상북도 청송군 청송읍 강변로 87,37431,36.432499,129.054312,20201028,2020,10,28,12685
637,서구민한가족대축제,광주광역시,서구,2914012000,치평동,2.91E+11,광주광역시 서구 상무공원로 101 (치평동),61953,35.15339511,126.8410975,20200501,2020,5,1,11714
638,전국 애송시 낭송대회,광주광역시,서구,2914013000,금호동,2.91E+11,광주광역시 서구 풍금로 182 (금호동),62015,35.13196581,126.8598511,20200501,2020,5,1,8686
639,만드리 풍년제,광주광역시,서구,2914012500,서창동,2.91E+11,광주광역시 서구 서창발산길 10 (서창동),62077,35.1071746,126.8231387,20200701,2020,7,1,20359
640,영산강 서창들녁 억새축제,광주광역시,서구,2914012900,벽진동,2.91E+11,광주광역시 서구 서창둑길 377 (벽진동),62076,35.13849504,126.828739,20201001,2020,10,1,15255
641,서구여성합창단 정기 연주회,광주광역시,서구,2914010600,농성동,2.91E+11,광주광역시 서구 경열로 33 (농성동),61928,35.15202894,126.890113,20201101,2020,11,1,11015
642,둔내고랭지토마토축제,강원도,횡성군,4273033027,둔내면,4.27E+11,강원도 횡성군 둔내면 둔내로51번길 17,25264,37.5119262,128.2190272,20200814,2020,8,14,28427
